frp,estado,m_estado,municipio,bioma,riscofogo,diasemchuv,superficie,avg_prep_total,avg_pressao_atm,avg_rad_global,avg_temp_ar,avg_umd_ar,avg_vento_velo,hora,minuto,mes,dia_da_semana,quadrimestre
37.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,8.0,,0.0,952.9875,1332.8166666666666,24.829166666666666,57.0,3.1458333333333335,17,15,5,0,2
33.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,8.0,,0.0,952.9875,1332.8166666666666,24.829166666666666,57.0,3.1458333333333335,17,15,5,0,2
55.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,8.0,,0.0,952.9875,1332.8166666666666,24.829166666666666,57.0,3.1458333333333335,17,15,5,0,2
32.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,9.0,,0.0,952.9875,1332.8166666666666,24.829166666666666,57.0,3.1458333333333335,17,15,5,0,2
162.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,8.0,,0.0,990.0625,1300.2076923076922,28.2125,51.75,1.35,17,55,5,1,2
50.7,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.6,9.0,,0.0,990.0625,1300.2076923076922,28.2125,51.75,1.35,17,55,5,1,2
165.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,8.0,,0.0,990.0625,1300.2076923076922,28.2125,51.75,1.35,17,55,5,1,2
146.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.8,8.0,,0.0,990.0625,1300.2076923076922,28.2125,51.75,1.35,17,55,5,1,2
15.0,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.1,3.0,,0.0,995.1666666666666,1677.3166666666666,23.341666666666665,67.79166666666667,0.7291666666666666,17,30,5,5,2
13.2,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,0.2,3.0,,0.0,995.1666666666666,1677.3166666666666,23.341666666666665,67.79166666666667,0.7291666666666666,17,30,5,5,2
15.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.1,3.0,,0.0,995.1666666666666,1677.3166666666666,23.341666666666665,67.79166666666667,0.7291666666666666,17,30,5,5,2
24.1,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.2,2.0,,0.0,995.1666666666666,1677.3166666666666,23.341666666666665,67.79166666666667,0.7291666666666666,17,30,5,5,2
27.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.2,3.0,,0.0,957.5083333333333,1616.2916666666667,19.191666666666666,50.458333333333336,3.1083333333333334,17,30,5,5,2
87.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.2,3.0,,0.0,993.4083333333333,1545.675,26.770833333333332,64.91666666666667,1.0708333333333333,18,15,5,6,2
76.1,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.3,4.0,,0.0,993.4083333333333,1545.675,26.770833333333332,64.91666666666667,1.0708333333333333,18,15,5,6,2
36.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,4.0,,0.0,955.5333333333333,1540.9916666666666,22.858333333333334,51.5,3.275,18,15,5,6,2
162.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,4.0,,0.0,955.5333333333333,1540.9916666666666,22.858333333333334,51.5,3.275,18,15,5,6,2
134.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,4.0,,0.0,955.5333333333333,1540.9916666666666,22.858333333333334,51.5,3.275,18,15,5,6,2
62.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,4.0,,0.0,955.5333333333333,1540.9916666666666,22.858333333333334,51.5,3.275,18,15,5,6,2
53.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,3.0,,0.0,955.5333333333333,1540.9916666666666,22.858333333333334,51.5,3.275,18,15,5,6,2
28.0,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,6.0,,0.0,992.8958333333334,1460.8166666666666,29.654166666666665,57.125,1.7083333333333333,17,55,5,3,2
24.7,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,6.0,,0.0,992.8958333333334,1460.8166666666666,29.654166666666665,57.125,1.7083333333333333,17,55,5,3,2
10.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
19.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
10.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
14.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
19.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,6.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
20.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,6.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
35.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,6.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
38.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,6.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
13.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
9.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
16.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
35.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
30.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
18.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,BODOQUENA,Pantanal,0.5,8.0,,0.0,954.9333333333333,1383.15,24.7625,63.208333333333336,3.475,17,55,5,3,2
8.8,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,0.1,4.0,,0.0,996.1333333333333,1412.25,18.995833333333334,71.16666666666667,0.8666666666666667,17,30,5,0,2
4.2,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,,,,0.0,996.1333333333333,1412.25,18.995833333333334,71.16666666666667,0.8666666666666667,17,30,5,0,2
5.9,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,,,,0.0,996.1333333333333,1412.25,18.995833333333334,71.16666666666667,0.8666666666666667,17,30,5,0,2
5.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,AQUIDAUANA,Pantanal,,2.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
5.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.4,5.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
34.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.4,5.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
17.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,2.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
22.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,2.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
25.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,2.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
7.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,2.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
25.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,2.0,,0.0,956.9826086956522,1620.9636363636364,14.160869565217391,72.69565217391305,1.8782608695652174,17,30,5,0,2
84.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
92.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
70.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
37.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
125.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
210.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
249.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
199.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
47.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
117.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
64.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
173.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
33.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,3.0,,0.0,957.35,1480.6666666666667,15.670833333333333,60.541666666666664,2.0416666666666665,18,15,5,1,2
10.7,MATO GROSSO,MATO GROSSO                             ,PORTO ESPERIDIAO,Pantanal,0.3,2.0,,0.0,994.9041666666667,1712.2833333333333,20.804166666666667,61.708333333333336,0.7208333333333333,17,20,5,2,2
32.9,MATO GROSSO,MATO GROSSO                             ,PORTO ESPERIDIAO,Pantanal,0.2,2.0,,0.0,994.9041666666667,1712.2833333333333,20.804166666666667,61.708333333333336,0.7208333333333333,17,20,5,2,2
17.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,LADARIO,Pantanal,0.4,3.0,,0.0,956.4875,1480.35,16.6375,56.25,2.129166666666667,17,20,5,2,2
9.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,AQUIDAUANA,Pantanal,0.2,3.0,,0.0,956.4875,1480.35,16.6375,56.25,2.129166666666667,17,20,5,2,2
19.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,4.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
24.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
24.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
34.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
43.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
81.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
69.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
15.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
26.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
21.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,5.0,,0.0,955.9375,1488.3416666666667,18.2375,46.291666666666664,3.370833333333333,18,0,5,3,2
33.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,7.0,,0.0,955.6041666666666,1370.575,23.7125,44.416666666666664,2.7333333333333334,16,55,5,6,2
43.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,7.0,,0.0,955.6041666666666,1370.575,23.7125,44.416666666666664,2.7333333333333334,16,55,5,6,2
6.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,7.0,,0.0,993.6541666666667,1510.375,25.891666666666666,57.833333333333336,1.1041666666666667,17,35,6,0,2
12.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,9.0,,0.0,955.6208333333333,1077.0,21.108333333333334,69.33333333333333,1.6875,17,35,6,0,2
45.0,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.9,2.0,,0.0,994.1,1552.975,25.95,64.375,0.8666666666666667,18,10,6,3,2
31.0,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.9,2.0,,0.0,994.1,1552.975,25.95,64.375,0.8666666666666667,18,10,6,3,2
19.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,16.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
79.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,16.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
67.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.8,16.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
4.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,16.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
50.1,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.5,16.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
8.6,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,0.6,8.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
7.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.6,16.0,,0.0,991.375,1587.0,28.8125,50.791666666666664,1.5083333333333333,17,30,6,2,2
6.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,6.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
5.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,AQUIDAUANA,Pantanal,0.9,5.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
9.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,4.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
6.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,6.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
21.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.7,4.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
113.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.7,5.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
19.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,6.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
14.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,14.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
30.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,5.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
21.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,,5.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
31.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,,5.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
7.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,RIO VERDE DE MATO GROSSO,Pantanal,0.9,14.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
9.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,6.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
6.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,6.0,,0.0,953.0208333333334,1249.2583333333334,24.204166666666666,70.45833333333333,2.716666666666667,17,30,6,2,2
34.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.7,6.0,,0.0,954.0666666666667,1318.7666666666667,23.7125,64.66666666666667,2.7041666666666666,18,15,6,3,2
42.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,7.0,,0.0,954.0666666666667,1318.7666666666667,23.7125,64.66666666666667,2.7041666666666666,18,15,6,3,2
59.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,7.0,,0.0,954.0666666666667,1318.7666666666667,23.7125,64.66666666666667,2.7041666666666666,18,15,6,3,2
54.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,7.0,,0.0,954.0666666666667,1318.7666666666667,23.7125,64.66666666666667,2.7041666666666666,18,15,6,3,2
57.7,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,0.5,18.0,,0.0,990.9875,1485.25,28.516666666666666,48.791666666666664,1.8416666666666668,17,20,6,4,2
9.7,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,18.0,,0.0,990.9875,1485.25,28.516666666666666,48.791666666666664,1.8416666666666668,17,20,6,4,2
14.7,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,0.6,18.0,,0.0,990.9875,1485.25,28.516666666666666,48.791666666666664,1.8416666666666668,17,20,6,4,2
76.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,18.0,,0.0,952.7833333333333,1320.3666666666666,23.7,62.458333333333336,2.9125,17,20,6,4,2
12.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,18.0,,0.0,952.7833333333333,1320.3666666666666,23.7,62.458333333333336,2.9125,17,20,6,4,2
53.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,8.0,,0.0,952.7833333333333,1320.3666666666666,23.7,62.458333333333336,2.9125,17,20,6,4,2
40.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,,9.0,,0.0,952.7833333333333,1320.3666666666666,23.7,62.458333333333336,2.9125,17,20,6,4,2
61.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,9.0,,0.0,952.7833333333333,1320.3666666666666,23.7,62.458333333333336,2.9125,17,20,6,4,2
13.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,,,0.0,958.3666666666667,1238.3833333333334,23.1625,66.04166666666667,4.525,17,50,6,0,2
7.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,,,0.0,958.3666666666667,1238.3833333333334,23.1625,66.04166666666667,4.525,17,50,6,0,2
51.1,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,22.0,,0.0,995.0916666666667,1549.4166666666667,26.291666666666668,60.625,0.9416666666666667,16,55,6,1,2
63.2,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,0.9,22.0,,0.0,995.0916666666667,1549.4166666666667,26.291666666666668,60.625,0.9416666666666667,16,55,6,1,2
70.5,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,22.0,,0.0,995.0916666666667,1549.4166666666667,26.291666666666668,60.625,0.9416666666666667,16,55,6,1,2
82.9,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,22.0,,0.0,995.0916666666667,1549.4166666666667,26.291666666666668,60.625,0.9416666666666667,16,55,6,1,2
136.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,8.0,,0.0,958.1791666666667,1346.4333333333334,23.045833333333334,55.125,3.8833333333333333,16,55,6,1,2
7.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,10.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
14.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.7,6.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
11.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,6.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
14.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,9.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
4.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,10.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
7.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,3.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
14.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,3.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
4.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,4.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
11.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,8.0,,0.0,956.5333333333333,1298.225,23.116666666666667,55.125,4.091666666666667,17,35,6,2,2
50.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,10.0,,0.0,954.8583333333333,1296.825,22.958333333333332,59.0,3.033333333333333,18,20,6,3,2
109.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,4.0,,0.0,954.8583333333333,1296.825,22.958333333333332,59.0,3.033333333333333,18,20,6,3,2
98.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,4.0,,0.0,954.8583333333333,1296.825,22.958333333333332,59.0,3.033333333333333,18,20,6,3,2
39.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,10.0,,0.0,954.8583333333333,1296.825,22.958333333333332,59.0,3.033333333333333,18,20,6,3,2
